EC		1762234
EC	EC	0.000158322
EC	EF	5.1639e-05
EC	EP	0.000125409
EC	ETM	3.46152e-05
EC	ETN	9.19288e-05
EC	JC	4.70993e-05
EC	JKB	0.00119507
EC	JKC	0.000241739
EC	JKG	0.00052093
EC	JKO	0.00290427
EC	JKS	0.000913046
EC	JX	0.0314028
EC	NNB	7.03652e-05
EC	NNG	3.46152e-05
EC	NP	5.27739e-05
EC	SE	0.00414928
EC	SF	0.00402217
EC	SN	1.13492e-05
EC	SO	1.4754e-05
EC	SP	0.0935858
EC	SS	0.0154582
EC	SW	0.000100441
EC	VA	8.34168e-05
EC	VCP	0.00017994
EC	VV	0.00612688
EC	VX	0.0657762
EC	XSA	5.27739e-05
EC	XSN	0.000183858
EC	XSV	1.4754e-05
EC	^	0.771065
EF		861098
EF	EC	1.97422e-05
EF	EF	3.13553e-05
EF	ETN	1.27744e-05
EF	IC	3.60005e-05
EF	JC	2.78714e-05
EF	JKB	0.000140518
EF	JKC	1.74196e-05
EF	JKO	0.000258972
EF	JKQ	0.00029265
EF	JKS	0.000109163
EF	JX	0.000228778
EF	SE	0.000260133
EF	SF	0.953174
EF	SP	0.0252317
EF	SS	0.00520498
EF	SW	1.5097e-05
EF	VCP	7.31624e-05
EF	VX	1.5097e-05
EF	^	0.0148032
EP		551899
EP	EC	0.228337
EP	EF	0.625826
EP	EP	0.0111941
EP	ETM	0.115617
EP	ETN	0.0171644
EP	SS	2.71789e-05
EP	UNA	0.00167966
EP	^	5.79816e-05
ETM		1346383
ETM	EC	2.89665e-05
ETM	EF	3.41656e-05
ETM	ETM	1.18837e-05
ETM	JX	2.45101e-05
ETM	NNB	0.00307862
ETM	NNG	0.00178998
ETM	NNP	9.6555e-06
ETM	SE	0.000139633
ETM	SF	0.000415929
ETM	SL	1.26264e-05
ETM	SN	2.67383e-05
ETM	SP	0.00466286
ETM	SS	0.00148769
ETM	VV	1.33692e-05
ETM	XSN	1.48546e-05
ETM	^	0.988205
ETN		129253
ETN	EC	0.000487416
ETN	EF	0.000170209
ETN	ETM	0.000193419
ETN	JC	0.00789924
ETN	JKB	0.168453
ETN	JKC	0.00169435
ETN	JKG	0.0059341
ETN	JKO	0.0998894
ETN	JKS	0.0379411
ETN	JX	0.193172
ETN	MAG	0.000309471
ETN	NNB	0.000309471
ETN	NNG	0.00191872
ETN	SE	0.000301734
ETN	SF	0.00558594
ETN	SP	0.010522
ETN	SS	0.0160228
ETN	SW	0.000208893
ETN	VA	0.000580257
ETN	VCN	0.00117599
ETN	VCP	0.0101738
ETN	VV	0.000564784
ETN	XSN	0.000657625
ETN	XSV	0.000711782
ETN	^	0.434945
IC		45168
IC	IC	0.000265675
IC	JKS	0.000265675
IC	JKV	0.000243535
IC	JX	0.00460503
IC	SE	0.0196599
IC	SF	0.470156
IC	SO	0.00135051
IC	SP	0.444474
IC	SS	0.00991853
IC	VCP	0.000752745
IC	VV	0.000642047
IC	XSN	0.000686327
IC	^	0.0462053
JC		149625
JC	JKG	0.000106934
JC	JKO	7.35171e-05
JC	JX	0.00057477
JC	NNG	0.000120301
JC	SE	0.000126984
JC	SF	0.00156391
JC	SP	0.0188672
JC	SS	0.000233918
JC	^	0.978179
JKB		1017868
JKB	ETM	2.35787e-05
JKB	JC	0.000292769
JKB	JKB	0.00124378
JKB	JKC	0.000196489
JKB	JKG	0.0133465
JKB	JKO	0.000469609
JKB	JKS	8.74377e-05
JKB	JX	0.122474
JKB	MAG	4.22452e-05
JKB	NNG	5.30521e-05
JKB	SE	0.00035761
JKB	SF	0.00259759
JKB	SP	0.0171879
JKB	SS	0.00106399
JKB	SW	1.27718e-05
JKB	VA	3.5368e-05
JKB	VCP	0.00256615
JKB	VV	0.000111999
JKB	XSN	5.10872e-05
JKB	^	0.837747
JKC		58651
JKC	SP	0.00042625
JKC	VCN	0.00080135
JKC	^	0.998414
JKG		518786
JKG	NNB	0.000208178
JKG	NNG	0.000639956
JKG	SE	3.27688e-05
JKG	SF	0.000215889
JKG	SN	3.27688e-05
JKG	SP	0.00141484
JKG	SS	0.000402864
JKG	^	0.997028
JKO		823924
JKO	JKB	2.54878e-05
JKO	JX	0.000151713
JKO	NNG	2.42741e-05
JKO	SE	0.000331341
JKO	SF	0.00159238
JKO	SP	0.00530146
JKO	SS	0.000251237
JKO	VV	0.000123798
JKO	^	0.992153
JKQ		17215
JKQ	JX	0.0162649
JKQ	SE	0.000871333
JKQ	SF	0.00650595
JKQ	SP	0.00534418
JKQ	^	0.969968
JKS		619242
JKS	EC	1.93785e-05
JKS	EF	3.55273e-05
JKS	EP	2.09934e-05
JKS	JKO	2.26083e-05
JKS	JKS	2.90678e-05
JKS	JX	0.00152767
JKS	NNG	2.42232e-05
JKS	SE	0.000515146
JKS	SF	0.00317969
JKS	SP	0.012483
JKS	SS	0.000353658
JKS	VA	1.77637e-05
JKS	VCP	2.74529e-05
JKS	VV	6.621e-05
JKS	^	0.981605
JKV		3887
JKV	SE	0.0154361
JKV	SF	0.348598
JKV	SP	0.43221
JKV	SS	0.0213532
JKV	^	0.17983
JX		948015
JX	EF	1.47677e-05
JX	JC	1.16032e-05
JX	JKB	0.00225735
JX	JKC	0.00101264
JX	JKG	0.00250102
JX	JKO	0.00318138
JX	JKS	0.00300417
JX	JX	0.0124302
JX	MAG	1.58225e-05
JX	NNG	6.85643e-05
JX	SE	0.000841759
JX	SF	0.0057035
JX	SP	0.0187824
JX	SS	0.000776359
JX	SW	1.68774e-05
JX	VA	1.77637e-05
JX	VCN	1.79322e-05
JX	VCP	0.00313603
JX	VV	0.000777414
JX	VX	3.90289e-05
JX	XSA	5.69611e-05
JX	^	0.94528
MAG		83047
MAG	JC	0.000180621
MAG	JKB	0.00689971
MAG	JKC	0.000577986
MAG	JKG	0.00375691
MAG	JKO	0.00136068
MAG	JKS	0.00087902
MAG	JX	0.161222
MAG	MAG	0.0223849
MAG	MM	0.00351608
MAG	NNG	0.00847713
MAG	NR	0.000866979
MAG	SE	0.00723687
MAG	SF	0.0542343
MAG	SO	0.000337158
MAG	SP	0.17177
MAG	SS	0.0164606
MAG	SW	0.00026491
MAG	VA	0.000999434
MAG	VCP	0.0229268
MAG	VV	0.0631931
MAG	XR	0.00096331
MAG	XSA	0.109962
MAG	XSN	0.0134743
MAG	XSV	0.162763
MAG	^	0.164654
MAJ		11648
MAJ	JX	0.127318
MAJ	MM	0.00403503
MAJ	NR	0.00137363
MAJ	SE	0.0142514
MAJ	SF	0.0845639
MAJ	SP	0.571343
MAJ	SS	0.00437843
MAJ	^	0.18956
MM		34287
MM	JX	0.000320821
MM	MM	0.00131245
MM	NNB	0.311809
MM	NNG	0.396768
MM	NNP	0.00349987
MM	NR	0.0196868
MM	SE	0.00122495
MM	SF	0.00344154
MM	SN	0.0217867
MM	SP	0.0275323
MM	SS	0.00218742
MM	XSN	0.000641643
MM	^	0.20798
NA		894
NA	EC	0.0178971
NA	JX	0.0201342
NA	SE	0.0671141
NA	SF	0.297539
NA	SO	0.0738255
